path,label,mean_lum,std_lum
data\synthetic_frames\poor_01488.jpg,Poor,21.41,15.34
data\synthetic_frames\mixed_01488.jpg,Mixed,64.53,14.09
data\synthetic_frames\good_01489.jpg,Good,130.98,28.71
data\synthetic_frames\poor_01489.jpg,Poor,21.74,19.22
data\synthetic_frames\mixed_01489.jpg,Mixed,86.96,18.94
data\synthetic_frames\good_01490.jpg,Good,131.25,28.61
data\synthetic_frames\poor_01490.jpg,Poor,20.98,12.66
data\synthetic_frames\mixed_01490.jpg,Mixed,60.25,13.53
data\synthetic_frames\good_01491.jpg,Good,131.15,28.62
data\synthetic_frames\poor_01491.jpg,Poor,30.53,6.77
data\synthetic_frames\mixed_01491.jpg,Mixed,61.06,13.43
data\synthetic_frames\good_01492.jpg,Good,131.06,28.59
data\synthetic_frames\poor_01492.jpg,Poor,21.45,16.39
data\synthetic_frames\mixed_01492.jpg,Mixed,86.8,18.8
data\synthetic_frames\good_01493.jpg,Good,131.15,28.67
data\synthetic_frames\poor_01493.jpg,Poor,30.13,6.7
data\synthetic_frames\mixed_01493.jpg,Mixed,60.09,13.53
data\synthetic_frames\good_01494.jpg,Good,131.08,28.65
data\synthetic_frames\poor_01494.jpg,Poor,27.98,6.23
data\synthetic_frames\mixed_01494.jpg,Mixed,66.32,14.91
data\synthetic_frames\good_01495.jpg,Good,131.06,28.66
data\synthetic_frames\poor_01495.jpg,Poor,25.64,5.75
data\synthetic_frames\mixed_01495.jpg,Mixed,66.08,14.86
data\synthetic_frames\good_01496.jpg,Good,130.85,28.61
data\synthetic_frames\poor_01496.jpg,Poor,26.81,18.29
data\synthetic_frames\mixed_01496.jpg,Mixed,84.41,18.34
data\synthetic_frames\good_01497.jpg,Good,130.79,28.61
data\synthetic_frames\poor_01497.jpg,Poor,38.67,8.59
data\synthetic_frames\mixed_01497.jpg,Mixed,79.92,17.59
data\synthetic_frames\good_01498.jpg,Good,130.82,28.62
data\synthetic_frames\poor_01498.jpg,Poor,12.28,11.17
data\synthetic_frames\mixed_01498.jpg,Mixed,71.6,16.1
data\synthetic_frames\good_01499.jpg,Good,130.77,28.65
data\synthetic_frames\poor_01499.jpg,Poor,22.8,18.68
data\synthetic_frames\mixed_01499.jpg,Mixed,89.59,19.49
data\synthetic_frames\good_01500.jpg,Good,130.82,28.62
data\synthetic_frames\poor_01500.jpg,Poor,31.02,6.89
data\synthetic_frames\mixed_01500.jpg,Mixed,80.46,17.49
data\synthetic_frames\good_01501.jpg,Good,130.94,28.56
data\synthetic_frames\poor_01501.jpg,Poor,26.85,17.49
data\synthetic_frames\mixed_01501.jpg,Mixed,80.67,17.7
data\synthetic_frames\good_01502.jpg,Good,130.89,28.59
data\synthetic_frames\poor_01502.jpg,Poor,18.91,11.79
data\synthetic_frames\mixed_01502.jpg,Mixed,60.12,13.24
data\synthetic_frames\good_01503.jpg,Good,130.87,28.64
data\synthetic_frames\poor_01503.jpg,Poor,34.4,7.64
data\synthetic_frames\mixed_01503.jpg,Mixed,81.02,17.62
data\synthetic_frames\good_01504.jpg,Good,130.92,28.64
data\synthetic_frames\poor_01504.jpg,Poor,24.81,20.03
data\synthetic_frames\mixed_01504.jpg,Mixed,67.21,14.82
data\synthetic_frames\good_01505.jpg,Good,130.88,28.63
data\synthetic_frames\poor_01505.jpg,Poor,13.25,9.02
data\synthetic_frames\mixed_01505.jpg,Mixed,69.03,15.53
data\synthetic_frames\good_01506.jpg,Good,130.91,28.64
data\synthetic_frames\poor_01506.jpg,Poor,42.5,9.41
data\synthetic_frames\mixed_01506.jpg,Mixed,89.71,19.48
data\synthetic_frames\good_01507.jpg,Good,130.9,28.64
data\synthetic_frames\poor_01507.jpg,Poor,26.01,5.81
data\synthetic_frames\mixed_01507.jpg,Mixed,72.6,16.35
data\synthetic_frames\good_01508.jpg,Good,130.97,28.64
data\synthetic_frames\poor_01508.jpg,Poor,21.31,16.5
data\synthetic_frames\mixed_01508.jpg,Mixed,71.92,15.64
data\synthetic_frames\good_01509.jpg,Good,130.99,28.64
data\synthetic_frames\poor_01509.jpg,Poor,26.64,16.81
data\synthetic_frames\mixed_01509.jpg,Mixed,90.58,19.67
data\synthetic_frames\good_01510.jpg,Good,131.0,28.63
data\synthetic_frames\poor_01510.jpg,Poor,21.27,4.79
data\synthetic_frames\mixed_01510.jpg,Mixed,80.03,17.99
data\synthetic_frames\good_01511.jpg,Good,131.01,28.66
data\synthetic_frames\poor_01511.jpg,Poor,22.58,19.14
data\synthetic_frames\mixed_01511.jpg,Mixed,68.6,15.11
data\synthetic_frames\good_01512.jpg,Good,131.06,28.6
data\synthetic_frames\poor_01512.jpg,Poor,21.97,15.8
data\synthetic_frames\mixed_01512.jpg,Mixed,76.66,16.84
data\synthetic_frames\good_01513.jpg,Good,131.08,28.54
data\synthetic_frames\poor_01513.jpg,Poor,18.46,11.23
data\synthetic_frames\mixed_01513.jpg,Mixed,86.31,19.33
data\synthetic_frames\good_01514.jpg,Good,131.12,28.62
data\synthetic_frames\poor_01514.jpg,Poor,12.05,9.81
data\synthetic_frames\mixed_01514.jpg,Mixed,74.1,16.65
data\synthetic_frames\good_01515.jpg,Good,131.0,28.6
data\synthetic_frames\poor_01515.jpg,Poor,17.19,11.66
data\synthetic_frames\mixed_01515.jpg,Mixed,59.55,13.11
data\synthetic_frames\good_01516.jpg,Good,130.49,28.54
data\synthetic_frames\poor_01516.jpg,Poor,42.81,9.51
data\synthetic_frames\mixed_01516.jpg,Mixed,80.88,18.21
data\synthetic_frames\good_01517.jpg,Good,130.44,28.51
data\synthetic_frames\poor_01517.jpg,Poor,19.51,14.56
data\synthetic_frames\mixed_01517.jpg,Mixed,75.23,16.55
data\synthetic_frames\good_01518.jpg,Good,130.45,28.54
data\synthetic_frames\poor_01518.jpg,Poor,23.7,17.69
data\synthetic_frames\mixed_01518.jpg,Mixed,90.24,19.58
data\synthetic_frames\good_01519.jpg,Good,130.46,28.51
data\synthetic_frames\poor_01519.jpg,Poor,26.26,20.05
data\synthetic_frames\mixed_01519.jpg,Mixed,64.29,14.48
data\synthetic_frames\good_01520.jpg,Good,130.44,28.52
data\synthetic_frames\poor_01520.jpg,Poor,17.79,15.11
data\synthetic_frames\mixed_01520.jpg,Mixed,60.96,13.26
data\synthetic_frames\good_01521.jpg,Good,130.49,28.55
data\synthetic_frames\poor_01521.jpg,Poor,24.12,14.29
data\synthetic_frames\mixed_01521.jpg,Mixed,67.11,15.13
data\synthetic_frames\good_01522.jpg,Good,130.5,28.52
data\synthetic_frames\poor_01522.jpg,Poor,14.3,9.12
data\synthetic_frames\mixed_01522.jpg,Mixed,72.85,16.4
data\synthetic_frames\good_01523.jpg,Good,130.5,28.54
data\synthetic_frames\poor_01523.jpg,Poor,37.47,8.31
data\synthetic_frames\mixed_01523.jpg,Mixed,77.98,17.16
data\synthetic_frames\good_01524.jpg,Good,130.48,28.54
data\synthetic_frames\poor_01524.jpg,Poor,23.48,5.26
data\synthetic_frames\mixed_01524.jpg,Mixed,63.76,14.39
data\synthetic_frames\good_01525.jpg,Good,130.45,28.53
data\synthetic_frames\poor_01525.jpg,Poor,17.74,11.55
data\synthetic_frames\mixed_01525.jpg,Mixed,73.6,16.0
data\synthetic_frames\good_01526.jpg,Good,130.43,28.53
data\synthetic_frames\poor_01526.jpg,Poor,22.71,17.39
data\synthetic_frames\mixed_01526.jpg,Mixed,60.28,13.3
data\synthetic_frames\good_01527.jpg,Good,130.46,28.55
data\synthetic_frames\poor_01527.jpg,Poor,30.12,6.7
data\synthetic_frames\mixed_01527.jpg,Mixed,90.27,19.59
data\synthetic_frames\good_01528.jpg,Good,130.53,28.48
data\synthetic_frames\poor_01528.jpg,Poor,21.82,14.84
data\synthetic_frames\mixed_01528.jpg,Mixed,69.97,15.37
data\synthetic_frames\good_01529.jpg,Good,130.48,28.47
data\synthetic_frames\poor_01529.jpg,Poor,13.04,8.95
data\synthetic_frames\mixed_01529.jpg,Mixed,64.57,14.54
data\synthetic_frames\good_01530.jpg,Good,130.55,28.53
data\synthetic_frames\poor_01530.jpg,Poor,41.65,9.22
data\synthetic_frames\mixed_01530.jpg,Mixed,73.65,16.59
data\synthetic_frames\good_01531.jpg,Good,130.51,28.52
data\synthetic_frames\poor_01531.jpg,Poor,31.51,6.99
data\synthetic_frames\mixed_01531.jpg,Mixed,72.87,16.4
data\synthetic_frames\good_01532.jpg,Good,130.57,28.55
data\synthetic_frames\poor_01532.jpg,Poor,18.58,12.06
data\synthetic_frames\mixed_01532.jpg,Mixed,84.66,19.06
data\synthetic_frames\good_01533.jpg,Good,130.57,28.55
data\synthetic_frames\poor_01533.jpg,Poor,26.01,19.21
data\synthetic_frames\mixed_01533.jpg,Mixed,81.2,18.29
data\synthetic_frames\good_01534.jpg,Good,130.58,28.51
data\synthetic_frames\poor_01534.jpg,Poor,27.02,6.0
data\synthetic_frames\mixed_01534.jpg,Mixed,90.67,19.64
data\synthetic_frames\good_01535.jpg,Good,130.6,28.52
data\synthetic_frames\poor_01535.jpg,Poor,16.51,10.48
data\synthetic_frames\mixed_01535.jpg,Mixed,76.49,17.21
data\synthetic_frames\good_01536.jpg,Good,130.67,28.53
data\synthetic_frames\poor_01536.jpg,Poor,19.07,13.9
data\synthetic_frames\mixed_01536.jpg,Mixed,64.21,14.46
data\synthetic_frames\good_01537.jpg,Good,130.54,28.49
data\synthetic_frames\poor_01537.jpg,Poor,22.18,4.97
data\synthetic_frames\mixed_01537.jpg,Mixed,66.66,14.46
data\synthetic_frames\good_01538.jpg,Good,130.56,28.56
data\synthetic_frames\poor_01538.jpg,Poor,16.83,14.07
data\synthetic_frames\mixed_01538.jpg,Mixed,58.7,13.25
data\synthetic_frames\good_01539.jpg,Good,130.79,28.59
data\synthetic_frames\poor_01539.jpg,Poor,19.28,4.35
data\synthetic_frames\mixed_01539.jpg,Mixed,79.08,17.78
data\synthetic_frames\good_01540.jpg,Good,132.89,28.96
data\synthetic_frames\poor_01540.jpg,Poor,42.15,9.3
data\synthetic_frames\mixed_01540.jpg,Mixed,79.88,17.82
data\synthetic_frames\good_01541.jpg,Good,132.49,28.86
data\synthetic_frames\poor_01541.jpg,Poor,25.46,19.86
data\synthetic_frames\mixed_01541.jpg,Mixed,62.17,13.65
data\synthetic_frames\good_01542.jpg,Good,117.01,35.22
data\synthetic_frames\poor_01542.jpg,Poor,21.13,14.87
data\synthetic_frames\mixed_01542.jpg,Mixed,71.57,21.57
data\synthetic_frames\good_01543.jpg,Good,117.36,34.83
data\synthetic_frames\poor_01543.jpg,Poor,18.15,16.03
data\synthetic_frames\mixed_01543.jpg,Mixed,53.57,15.95
data\synthetic_frames\good_01544.jpg,Good,117.84,34.66
data\synthetic_frames\poor_01544.jpg,Poor,17.65,5.35
data\synthetic_frames\mixed_01544.jpg,Mixed,69.37,20.39
data\synthetic_frames\good_01545.jpg,Good,118.15,34.59
data\synthetic_frames\poor_01545.jpg,Poor,20.12,12.69
data\synthetic_frames\mixed_01545.jpg,Mixed,53.55,15.8
data\synthetic_frames\good_01546.jpg,Good,117.9,34.73
data\synthetic_frames\poor_01546.jpg,Poor,17.47,13.45
data\synthetic_frames\mixed_01546.jpg,Mixed,53.26,15.74
data\synthetic_frames\good_01547.jpg,Good,117.75,34.71
data\synthetic_frames\poor_01547.jpg,Poor,20.3,14.63
data\synthetic_frames\mixed_01547.jpg,Mixed,74.68,22.14
data\synthetic_frames\good_01548.jpg,Good,119.02,34.41
data\synthetic_frames\poor_01548.jpg,Poor,40.77,11.93
data\synthetic_frames\mixed_01548.jpg,Mixed,72.92,21.21
data\synthetic_frames\good_01549.jpg,Good,118.49,34.46
data\synthetic_frames\poor_01549.jpg,Poor,18.34,5.5
data\synthetic_frames\mixed_01549.jpg,Mixed,62.43,18.46
data\synthetic_frames\good_01550.jpg,Good,118.22,34.57
data\synthetic_frames\poor_01550.jpg,Poor,14.85,9.53
data\synthetic_frames\mixed_01550.jpg,Mixed,66.35,19.71
data\synthetic_frames\good_01551.jpg,Good,118.51,34.43
data\synthetic_frames\poor_01551.jpg,Poor,18.97,5.67
data\synthetic_frames\mixed_01551.jpg,Mixed,69.8,20.4
data\synthetic_frames\good_01552.jpg,Good,118.53,34.46
data\synthetic_frames\poor_01552.jpg,Poor,34.7,10.23
data\synthetic_frames\mixed_01552.jpg,Mixed,68.88,20.03
data\synthetic_frames\good_01553.jpg,Good,118.17,34.62
data\synthetic_frames\poor_01553.jpg,Poor,37.81,11.2
data\synthetic_frames\mixed_01553.jpg,Mixed,66.28,19.42
data\synthetic_frames\good_01554.jpg,Good,118.14,34.63
data\synthetic_frames\poor_01554.jpg,Poor,21.95,6.57
data\synthetic_frames\mixed_01554.jpg,Mixed,60.04,17.89
data\synthetic_frames\good_01555.jpg,Good,118.11,34.67
data\synthetic_frames\poor_01555.jpg,Poor,12.24,10.88
data\synthetic_frames\mixed_01555.jpg,Mixed,73.32,21.85
data\synthetic_frames\good_01556.jpg,Good,117.9,34.71
data\synthetic_frames\poor_01556.jpg,Poor,31.38,9.37
data\synthetic_frames\mixed_01556.jpg,Mixed,72.07,21.34
data\synthetic_frames\good_01557.jpg,Good,117.65,34.85
data\synthetic_frames\poor_01557.jpg,Poor,20.96,18.37
data\synthetic_frames\mixed_01557.jpg,Mixed,55.05,16.57
data\synthetic_frames\good_01558.jpg,Good,117.21,34.97
data\synthetic_frames\poor_01558.jpg,Poor,17.83,15.84
data\synthetic_frames\mixed_01558.jpg,Mixed,79.67,23.78
data\synthetic_frames\good_01559.jpg,Good,117.07,35.13
data\synthetic_frames\poor_01559.jpg,Poor,15.91,11.95
data\synthetic_frames\mixed_01559.jpg,Mixed,62.79,18.96
data\synthetic_frames\good_01560.jpg,Good,116.97,35.12
data\synthetic_frames\poor_01560.jpg,Poor,18.11,12.95
data\synthetic_frames\mixed_01560.jpg,Mixed,74.35,22.45
data\synthetic_frames\good_01561.jpg,Good,116.99,35.2
data\synthetic_frames\poor_01561.jpg,Poor,25.7,16.16
data\synthetic_frames\mixed_01561.jpg,Mixed,58.77,17.9
data\synthetic_frames\good_01562.jpg,Good,117.44,34.86
data\synthetic_frames\poor_01562.jpg,Poor,21.73,6.59
data\synthetic_frames\mixed_01562.jpg,Mixed,75.82,22.52
data\synthetic_frames\good_01563.jpg,Good,118.45,34.32
data\synthetic_frames\poor_01563.jpg,Poor,28.8,8.46
data\synthetic_frames\mixed_01563.jpg,Mixed,55.93,16.21
data\synthetic_frames\good_01564.jpg,Good,118.72,34.57
data\synthetic_frames\poor_01564.jpg,Poor,22.91,6.81
data\synthetic_frames\mixed_01564.jpg,Mixed,76.37,22.21
data\synthetic_frames\good_01565.jpg,Good,118.33,34.56
data\synthetic_frames\poor_01565.jpg,Poor,39.3,11.62
data\synthetic_frames\mixed_01565.jpg,Mixed,70.56,20.71
data\synthetic_frames\good_01566.jpg,Good,118.32,34.6
data\synthetic_frames\poor_01566.jpg,Poor,24.36,7.26
data\synthetic_frames\mixed_01566.jpg,Mixed,82.09,24.1
data\synthetic_frames\good_01567.jpg,Good,119.37,34.32
data\synthetic_frames\poor_01567.jpg,Poor,21.75,14.8
data\synthetic_frames\mixed_01567.jpg,Mixed,71.3,20.63
data\synthetic_frames\good_01568.jpg,Good,120.15,34.08
data\synthetic_frames\poor_01568.jpg,Poor,23.9,6.9
data\synthetic_frames\mixed_01568.jpg,Mixed,84.14,24.37
data\synthetic_frames\good_01569.jpg,Good,118.25,34.39
data\synthetic_frames\poor_01569.jpg,Poor,22.48,18.55
data\synthetic_frames\mixed_01569.jpg,Mixed,78.12,22.88
data\synthetic_frames\good_01570.jpg,Good,117.48,34.9
data\synthetic_frames\poor_01570.jpg,Poor,17.76,5.44
data\synthetic_frames\mixed_01570.jpg,Mixed,69.35,20.86
data\synthetic_frames\good_01571.jpg,Good,118.15,34.67
data\synthetic_frames\poor_01571.jpg,Poor,10.9,7.9
data\synthetic_frames\mixed_01571.jpg,Mixed,74.22,22.09
data\synthetic_frames\good_01572.jpg,Good,118.25,34.6
data\synthetic_frames\poor_01572.jpg,Poor,15.3,12.48
data\synthetic_frames\mixed_01572.jpg,Mixed,73.5,21.63
data\synthetic_frames\good_01573.jpg,Good,118.69,34.42
data\synthetic_frames\poor_01573.jpg,Poor,31.19,9.17
data\synthetic_frames\mixed_01573.jpg,Mixed,55.55,16.14
data\synthetic_frames\good_01574.jpg,Good,118.7,34.44
data\synthetic_frames\poor_01574.jpg,Poor,12.44,7.78
data\synthetic_frames\mixed_01574.jpg,Mixed,55.72,16.46
data\synthetic_frames\good_01575.jpg,Good,118.71,34.48
data\synthetic_frames\poor_01575.jpg,Poor,13.73,11.11
data\synthetic_frames\mixed_01575.jpg,Mixed,81.19,23.94
data\synthetic_frames\good_01576.jpg,Good,118.65,34.5
data\synthetic_frames\poor_01576.jpg,Poor,16.23,14.09
data\synthetic_frames\mixed_01576.jpg,Mixed,71.86,21.03
data\synthetic_frames\good_01577.jpg,Good,118.69,34.49
data\synthetic_frames\poor_01577.jpg,Poor,39.25,11.5
data\synthetic_frames\mixed_01577.jpg,Mixed,54.67,16.18
data\synthetic_frames\good_01578.jpg,Good,118.63,34.5
data\synthetic_frames\poor_01578.jpg,Poor,29.3,8.61
data\synthetic_frames\mixed_01578.jpg,Mixed,71.84,21.03
data\synthetic_frames\good_01579.jpg,Good,118.7,34.51
data\synthetic_frames\poor_01579.jpg,Poor,39.41,11.6
data\synthetic_frames\mixed_01579.jpg,Mixed,76.68,22.65
data\synthetic_frames\good_01580.jpg,Good,118.5,34.47
data\synthetic_frames\poor_01580.jpg,Poor,10.93,7.67
data\synthetic_frames\mixed_01580.jpg,Mixed,64.96,18.89
data\synthetic_frames\good_01581.jpg,Good,117.84,34.31
data\synthetic_frames\poor_01581.jpg,Poor,20.16,17.44
data\synthetic_frames\mixed_01581.jpg,Mixed,78.84,23.29
data\synthetic_frames\good_01582.jpg,Good,117.78,34.55
data\synthetic_frames\poor_01582.jpg,Poor,29.09,8.63
data\synthetic_frames\mixed_01582.jpg,Mixed,71.04,20.97
data\synthetic_frames\good_01583.jpg,Good,118.22,34.54
data\synthetic_frames\poor_01583.jpg,Poor,14.01,11.62
data\synthetic_frames\mixed_01583.jpg,Mixed,73.69,21.52
data\synthetic_frames\good_01584.jpg,Good,118.59,34.7
data\synthetic_frames\poor_01584.jpg,Poor,34.03,10.1
data\synthetic_frames\mixed_01584.jpg,Mixed,69.11,20.24
data\synthetic_frames\good_01585.jpg,Good,119.38,34.65
data\synthetic_frames\poor_01585.jpg,Poor,17.74,13.75
data\synthetic_frames\mixed_01585.jpg,Mixed,79.92,23.16
data\synthetic_frames\good_01586.jpg,Good,119.71,34.52
data\synthetic_frames\poor_01586.jpg,Poor,24.49,7.2
data\synthetic_frames\mixed_01586.jpg,Mixed,71.96,20.88
data\synthetic_frames\good_01587.jpg,Good,120.44,33.98
data\synthetic_frames\poor_01587.jpg,Poor,33.97,9.71
data\synthetic_frames\mixed_01587.jpg,Mixed,61.3,17.21
data\synthetic_frames\good_01588.jpg,Good,116.54,33.89
data\synthetic_frames\poor_01588.jpg,Poor,37.42,11.02
data\synthetic_frames\mixed_01588.jpg,Mixed,58.47,17.46
data\synthetic_frames\good_01589.jpg,Good,117.96,34.16
data\synthetic_frames\poor_01589.jpg,Poor,20.07,14.83
data\synthetic_frames\mixed_01589.jpg,Mixed,80.42,23.76
data\synthetic_frames\good_01590.jpg,Good,117.99,34.06
data\synthetic_frames\poor_01590.jpg,Poor,21.32,18.08
data\synthetic_frames\mixed_01590.jpg,Mixed,80.01,22.96
data\synthetic_frames\good_01591.jpg,Good,117.74,34.02
data\synthetic_frames\poor_01591.jpg,Poor,22.59,6.66
data\synthetic_frames\mixed_01591.jpg,Mixed,80.53,23.7
data\synthetic_frames\good_01592.jpg,Good,117.55,34.08
data\synthetic_frames\poor_01592.jpg,Poor,21.24,6.28
data\synthetic_frames\mixed_01592.jpg,Mixed,75.44,21.8
data\synthetic_frames\good_01593.jpg,Good,117.29,33.92
data\synthetic_frames\poor_01593.jpg,Poor,25.49,7.51
data\synthetic_frames\mixed_01593.jpg,Mixed,64.89,19.16
data\synthetic_frames\good_01594.jpg,Good,117.36,33.97
data\synthetic_frames\poor_01594.jpg,Poor,16.64,11.61
data\synthetic_frames\mixed_01594.jpg,Mixed,58.71,17.13
data\synthetic_frames\good_01595.jpg,Good,117.05,34.02
data\synthetic_frames\poor_01595.jpg,Poor,21.95,6.51
data\synthetic_frames\mixed_01595.jpg,Mixed,70.05,20.75
data\synthetic_frames\good_01596.jpg,Good,116.89,33.92
data\synthetic_frames\poor_01596.jpg,Poor,28.59,8.48
data\synthetic_frames\mixed_01596.jpg,Mixed,73.84,21.35
data\synthetic_frames\good_01597.jpg,Good,116.23,33.8
data\synthetic_frames\poor_01597.jpg,Poor,39.93,11.75
data\synthetic_frames\mixed_01597.jpg,Mixed,73.19,21.19
data\synthetic_frames\good_01598.jpg,Good,116.34,33.74
data\synthetic_frames\poor_01598.jpg,Poor,31.37,9.24
data\synthetic_frames\mixed_01598.jpg,Mixed,59.4,17.35
data\synthetic_frames\good_01599.jpg,Good,116.28,33.79
data\synthetic_frames\poor_01599.jpg,Poor,31.51,9.29
data\synthetic_frames\mixed_01599.jpg,Mixed,62.41,18.51
data\synthetic_frames\good_01600.jpg,Good,116.35,33.78
data\synthetic_frames\poor_01600.jpg,Poor,20.76,6.15
data\synthetic_frames\mixed_01600.jpg,Mixed,76.56,22.65
data\synthetic_frames\good_01601.jpg,Good,116.41,33.75
data\synthetic_frames\poor_01601.jpg,Poor,20.14,17.97
data\synthetic_frames\mixed_01601.jpg,Mixed,63.89,18.47
data\synthetic_frames\good_01602.jpg,Good,116.39,33.76
data\synthetic_frames\poor_01602.jpg,Poor,21.8,13.57
data\synthetic_frames\mixed_01602.jpg,Mixed,80.95,23.93
data\synthetic_frames\good_01603.jpg,Good,116.39,33.78
data\synthetic_frames\poor_01603.jpg,Poor,10.25,8.46
data\synthetic_frames\mixed_01603.jpg,Mixed,76.32,22.58
data\synthetic_frames\good_01604.jpg,Good,116.31,33.85
data\synthetic_frames\poor_01604.jpg,Poor,24.07,7.14
data\synthetic_frames\mixed_01604.jpg,Mixed,69.71,20.7
data\synthetic_frames\good_01605.jpg,Good,116.27,33.82
data\synthetic_frames\poor_01605.jpg,Poor,22.98,6.82
data\synthetic_frames\mixed_01605.jpg,Mixed,54.63,15.87
data\synthetic_frames\good_01606.jpg,Good,116.32,33.79
data\synthetic_frames\poor_01606.jpg,Poor,29.16,8.61
data\synthetic_frames\mixed_01606.jpg,Mixed,72.64,21.22
data\synthetic_frames\good_01607.jpg,Good,116.41,33.77
data\synthetic_frames\poor_01607.jpg,Poor,23.41,6.92
data\synthetic_frames\mixed_01607.jpg,Mixed,77.66,22.64
data\synthetic_frames\good_01608.jpg,Good,116.36,33.79
data\synthetic_frames\poor_01608.jpg,Poor,35.89,10.56
data\synthetic_frames\mixed_01608.jpg,Mixed,72.6,21.2
data\synthetic_frames\good_01609.jpg,Good,116.44,33.75
data\synthetic_frames\poor_01609.jpg,Poor,33.58,9.87
data\synthetic_frames\mixed_01609.jpg,Mixed,78.75,23.26
data\synthetic_frames\good_01610.jpg,Good,116.41,33.8
data\synthetic_frames\poor_01610.jpg,Poor,27.76,8.2
data\synthetic_frames\mixed_01610.jpg,Mixed,71.36,20.64
data\synthetic_frames\good_01611.jpg,Good,116.41,33.81
data\synthetic_frames\poor_01611.jpg,Poor,23.94,7.09
data\synthetic_frames\mixed_01611.jpg,Mixed,57.05,16.53
data\synthetic_frames\good_01612.jpg,Good,116.24,33.77
data\synthetic_frames\poor_01612.jpg,Poor,33.41,9.84
data\synthetic_frames\mixed_01612.jpg,Mixed,78.02,23.09
data\synthetic_frames\good_01613.jpg,Good,116.24,33.79
data\synthetic_frames\poor_01613.jpg,Poor,39.23,11.54
data\synthetic_frames\mixed_01613.jpg,Mixed,63.99,18.54
data\synthetic_frames\good_01614.jpg,Good,132.35,36.82
data\synthetic_frames\poor_01614.jpg,Poor,21.86,16.24
data\synthetic_frames\mixed_01614.jpg,Mixed,68.82,19.97
data\synthetic_frames\good_01615.jpg,Good,132.31,36.83
data\synthetic_frames\poor_01615.jpg,Poor,37.36,10.6
data\synthetic_frames\mixed_01615.jpg,Mixed,62.92,17.65
data\synthetic_frames\good_01616.jpg,Good,132.43,36.88
data\synthetic_frames\poor_01616.jpg,Poor,32.2,9.16
data\synthetic_frames\mixed_01616.jpg,Mixed,63.09,17.73
data\synthetic_frames\good_01617.jpg,Good,132.32,36.86
data\synthetic_frames\poor_01617.jpg,Poor,37.54,10.68
data\synthetic_frames\mixed_01617.jpg,Mixed,84.74,23.19
data\synthetic_frames\good_01618.jpg,Good,132.24,36.85
data\synthetic_frames\poor_01618.jpg,Poor,31.11,8.91
data\synthetic_frames\mixed_01618.jpg,Mixed,69.71,19.59
data\synthetic_frames\good_01619.jpg,Good,132.26,36.88
data\synthetic_frames\poor_01619.jpg,Poor,40.69,11.54
data\synthetic_frames\mixed_01619.jpg,Mixed,91.38,25.69
data\synthetic_frames\good_01620.jpg,Good,132.26,36.88
data\synthetic_frames\poor_01620.jpg,Poor,12.26,11.26
data\synthetic_frames\mixed_01620.jpg,Mixed,68.16,19.19
data\synthetic_frames\good_01621.jpg,Good,132.24,36.84
data\synthetic_frames\poor_01621.jpg,Poor,19.57,5.74
data\synthetic_frames\mixed_01621.jpg,Mixed,82.6,23.21
data\synthetic_frames\good_01622.jpg,Good,132.31,36.89
data\synthetic_frames\poor_01622.jpg,Poor,32.79,9.38
data\synthetic_frames\mixed_01622.jpg,Mixed,76.15,21.41
data\synthetic_frames\good_01623.jpg,Good,132.25,36.89
data\synthetic_frames\poor_01623.jpg,Poor,33.0,9.42
data\synthetic_frames\mixed_01623.jpg,Mixed,87.49,24.63
data\synthetic_frames\good_01624.jpg,Good,132.25,36.87
data\synthetic_frames\poor_01624.jpg,Poor,35.92,10.22
data\synthetic_frames\mixed_01624.jpg,Mixed,81.84,23.01
data\synthetic_frames\good_01625.jpg,Good,132.34,36.9
data\synthetic_frames\poor_01625.jpg,Poor,17.87,14.42
data\synthetic_frames\mixed_01625.jpg,Mixed,85.94,24.15
data\synthetic_frames\good_01626.jpg,Good,132.26,36.91
data\synthetic_frames\poor_01626.jpg,Poor,27.33,16.91
data\synthetic_frames\mixed_01626.jpg,Mixed,59.15,16.68
data\synthetic_frames\good_01627.jpg,Good,132.27,36.9
data\synthetic_frames\poor_01627.jpg,Poor,20.71,6.02
data\synthetic_frames\mixed_01627.jpg,Mixed,60.64,16.63
data\synthetic_frames\good_01628.jpg,Good,132.31,36.96
data\synthetic_frames\poor_01628.jpg,Poor,13.74,12.81
data\synthetic_frames\mixed_01628.jpg,Mixed,65.77,18.11
data\synthetic_frames\good_01629.jpg,Good,132.26,36.92
data\synthetic_frames\poor_01629.jpg,Poor,33.2,9.46
data\synthetic_frames\mixed_01629.jpg,Mixed,80.65,22.7
data\synthetic_frames\good_01630.jpg,Good,132.24,36.92
data\synthetic_frames\poor_01630.jpg,Poor,30.57,8.76
data\synthetic_frames\mixed_01630.jpg,Mixed,65.81,18.07
data\synthetic_frames\good_01631.jpg,Good,132.28,37.0
data\synthetic_frames\poor_01631.jpg,Poor,30.79,23.02
data\synthetic_frames\mixed_01631.jpg,Mixed,77.51,21.88
data\synthetic_frames\good_01632.jpg,Good,132.21,36.98
data\synthetic_frames\poor_01632.jpg,Poor,33.19,9.47
data\synthetic_frames\mixed_01632.jpg,Mixed,82.64,23.31
data\synthetic_frames\good_01633.jpg,Good,132.22,36.94
data\synthetic_frames\poor_01633.jpg,Poor,12.98,10.7
